id,language,key,value,created_at,updated_at
f9fbd45d-9fa9-4c9f-bcb5-a2d135fb8e10,pt-BR,editProfile.validation.tooLong,Nome de usuário deve ter menos de 20 caracteres,2025-03-10 22:35:19.634073+00,2025-03-10 22:35:19.634073+00
f9fcee53-47de-40ba-92ec-4922145af935,pt-BR,status.tables.status.accessible,Acessível,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
fa9555bd-53e0-4e19-858f-f2c1bf03ac3e,en,ui.retry,Retry,2025-03-11 15:35:51.393939+00,2025-03-11 15:35:51.393939+00
faf715ae-0247-4fde-a391-302349f8e01a,pt-BR,software.indesign,InDesign,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
fb25e44a-a4f3-4b94-9e25-cccd2827b93a,pt-BR,tags.illustrator,illustrator,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
fb69441c-c1c2-459c-a2a1-3474e0744860,en,status.tables.status,Status,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
fb827542-d349-4164-8e05-812ca9d5c649,en,category.filters.subcategories,Subcategories,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
fb84fbe5-1463-4a93-a93a-236355f8a37d,en,common.error.loading,Failed to load resources,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
fc6ea630-aa23-42aa-8717-dadad7db39ed,en,resource.views,Views,2025-03-10 21:25:23.910641+00,2025-03-10 22:17:57.773514+00
fcf80265-d165-4aa3-bdbd-824761066d8c,pt-BR,profile.errors.unexpectedSignOut,Ocorreu um erro inesperado ao sair,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
fd3203fb-8f9d-4bcd-ad19-d8af3d1bbd46,pt-BR,home.categories.inspiration,Inspiração,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
fd63a2d2-c3b5-4673-9272-e75ae82c1af2,en,tags.react,react,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
ff186921-b5b0-4c1c-9ab1-3596e99ccde6,pt-BR,subcategories.ui-ux,UI/UX,2025-03-10 21:08:48.918996+00,2025-03-10 22:17:57.773514+00
ff90c9d2-5443-41ab-b124-21a19e1a0a2b,pt-BR,tags.figma,figma,2025-03-11 18:47:58.506637+00,2025-03-11 18:47:58.506637+00
ffa6075d-fc42-4384-82e8-fb4735d23cf0,pt-BR,status.server.uptimeValue,{hours} horas,2025-03-11 13:56:46.837146+00,2025-03-11 13:56:46.837146+00
ffad7d10-5882-4543-a736-dffed6009b0f,pt-BR,home.tags.clear,Limpar tags,2025-03-10 22:17:57.773514+00,2025-03-10 22:17:57.773514+00
